RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           91     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  647  723     0     0  con    0  1.0D+00  1.7D-01  4.819D-03  7.133D-01
  648  725     0     0  con    1  2.0D-01  2.8D-03  2.909D-02  7.133D-01
  649  726     0     0  con    0  1.0D+00  1.8D-01  5.121D-03  7.133D-01
  650  727     0     0  con    0  1.0D+00  1.2D-01  2.379D-02  7.132D-01
  651  728     0     0  con    0  1.0D+00  3.6D-02  2.254D-02  7.132D-01
  652  730     0     0  con    1  1.3D-01  2.4D-01  1.166D-02  7.132D-01
  653  731     0     0  con    0  1.0D+00  3.5D-02  4.520D-03  7.132D-01
  654  732     0     0  con    0  1.0D+00  3.3D-02  3.361D-03  7.132D-01
  655  733     0     0  con    0  1.0D+00  1.0D-01  2.864D-03  7.132D-01
  656  735     0     0  con    1  4.3D-01  1.9D-01  2.601D-02  7.132D-01
  657  736     0     0  con    0  1.0D+00  1.5D-01  3.609D-03  7.132D-01
  658  737     0     0  con    0  1.0D+00  3.2D-01  2.457D-02  7.132D-01
  659  738     0     0  con    0  1.0D+00  4.1D-02  7.880D-02  7.132D-01
  660  739     0     0  con    0  1.0D+00  8.3D-02  1.236D-02  7.132D-01
  661  740     0     0  con    0  1.0D+00  4.4D-02  7.178D-03  7.132D-01
  662  741     0     0  con    0  1.0D+00  9.4D-02  1.353D-02  7.132D-01
  663  742     0     0  con    0  1.0D+00  1.4D-02  8.634D-03  7.132D-01
  664  743     0     0  con    0  1.0D+00  3.5D-02  4.423D-03  7.132D-01
  665  744     0     0  con    0  1.0D+00  1.2D-02  5.711D-03  7.132D-01
  666  745     0     0  con    0  1.0D+00  3.9D-02  1.483D-02  7.132D-01
  667  746     0     0  con    0  1.0D+00  3.1D-02  1.424D-02  7.132D-01
  668  747     0     0  con    0  1.0D+00  1.9D-01  1.998D-02  7.131D-01
  669  749     0     0  con    1  1.2D-01  5.6D-02  7.118D-03  7.131D-01
  670  750     0     0  con    0  1.0D+00  1.9D-01  2.302D-02  7.131D-01
  671  751     0     0  con    0  1.0D+00  1.2D-01  2.197D-02  7.131D-01
  672  752     0     0  con    0  1.0D+00  1.2D-01  4.324D-02  7.131D-01
  673  753     0     0  con    0  1.0D+00  1.1D-01  6.848D-03  7.131D-01
  674  754     0     0  con    0  1.0D+00  2.8D-02  5.712D-03  7.131D-01
  675  755     0     0  con    0  1.0D+00  6.1D-02  9.077D-03  7.131D-01
  676  756     0     0  con    0  1.0D+00  2.1D-02  1.610D-02  7.131D-01
  677  757     0     0  con    0  1.0D+00  4.3D-02  2.153D-02  7.131D-01
  678  758     0     0  con    0  1.0D+00  3.0D-02  1.984D-02  7.131D-01
  679  760     0     0  con    1  3.6D-01  1.2D-01  1.785D-02  7.131D-01
  680  761     0     0  con    0  1.0D+00  1.2D-02  1.949D-02  7.131D-01
  681  762     0     0  con    0  1.0D+00  9.1D-02  2.762D-02  7.131D-01
  682  763     0     0  con    0  1.0D+00  2.0D-01  5.693D-02  7.131D-01
  683  764     0     0  con    0  1.0D+00  2.3D-02  4.176D-02  7.131D-01
  684  765     0     0  con    0  1.0D+00  8.4D-02  1.387D-02  7.131D-01
  685  766     0     0  con    0  1.0D+00  1.5D-01  5.858D-03  7.131D-01
  686  767     0     0  con    0  1.0D+00  1.7D-01  1.550D-02  7.131D-01
  687  768     0     0  con    0  1.0D+00  8.0D-02  1.028D-02  7.131D-01
  688  769     0     0  con    0  1.0D+00  1.6D-01  3.049D-02  7.131D-01
  689  770     0     0  con    0  1.0D+00  9.9D-02  1.796D-02  7.131D-01
  690  771     0     0  con    0  1.0D+00  9.1D-02  4.369D-03  7.131D-01
  691  772     0     0  con    0  1.0D+00  1.7D-02  7.935D-03  7.131D-01
  692  773     0     0  con    0  1.0D+00  1.3D-02  2.443D-02  7.131D-01
  693  774     0     0  con    0  1.0D+00  9.1D-03  2.348D-02  7.131D-01
  694  776     0     0  con    1  4.5D-02  6.7D-02  7.497D-03  7.131D-01
  695  777     0     0  con    0  1.0D+00  7.9D-02  4.672D-03  7.130D-01
  696  778     0     0  con    0  1.0D+00  2.5D-02  8.370D-03  7.130D-01
  697  779     0     0  con    0  1.0D+00  2.3D-01  1.895D-02  7.130D-01
  698  780     0     0  con    0  1.0D+00  3.9D-02  6.498D-03  7.130D-01
  699  781     0     0  con    0  1.0D+00  6.7D-02  6.016D-03  7.130D-01
  700  782     0     0  con    0  1.0D+00  1.3D-01  1.220D-02  7.130D-01
  701  783     0     0  con    0  1.0D+00  1.6D-01  3.652D-02  7.130D-01
  702  784     0     0  con    0  1.0D+00  1.7D-02  5.854D-03  7.130D-01
  703  785     0     0  con    0  1.0D+00  4.6D-02  5.051D-03  7.130D-01
  704  786     0     0  con    0  1.0D+00  3.1D-02  3.898D-02  7.130D-01
  705  787     0     0  con    0  1.0D+00  3.8D-01  6.090D-03  7.130D-01
  706  788     0     0  con    0  1.0D+00  1.2D-01  3.713D-03  7.130D-01
  707  789     0     0  con    0  1.0D+00  8.4D-02  2.047D-02  7.130D-01
  708  790     0     0  con    0  1.0D+00  3.8D-01  2.010D-02  7.129D-01
  709  791     0     0  con    0  1.0D+00  7.6D-02  4.326D-02  7.129D-01
  710  792     0     0  con    0  1.0D+00  4.4D-02  2.271D-02  7.129D-01
  711  793     0     0  con    0  1.0D+00  2.6D-03  3.439D-03  7.129D-01
  712  794     0     0  con    0  1.0D+00  2.6D-02  6.096D-03  7.129D-01
  713  795     0     0  con    0  1.0D+00  3.2D-03  6.697D-03  7.129D-01
  714  798     0     0  con    2  2.7D-02  5.7D-02  8.475D-03  7.129D-01
  715  799     0     0  con    0  1.0D+00  1.0D-01  4.923D-03  7.129D-01
  716  800     0     0  con    0  1.0D+00  2.0D-01  1.917D-03  7.129D-01
  717  801     0     0  con    0  1.0D+00  2.6D-01  3.630D-02  7.129D-01
  718  802     0     0  con    0  1.0D+00  3.4D-02  3.080D-03  7.129D-01
  719  803     0     0  con    0  1.0D+00  1.2D-01  2.501D-02  7.129D-01
  720  804     0     0  con    0  1.0D+00  1.3D-02  2.450D-02  7.129D-01
  721  806     0     0  con    1  2.4D-01  1.7D-01  1.134D-02  7.129D-01
  722  807     0     0  con    0  1.0D+00  3.4D-02  6.322D-03  7.129D-01
  723  808     0     0  con    0  1.0D+00  1.3D-01  1.424D-02  7.129D-01
  724  809     0     0  con    0  1.0D+00  8.8D-02  1.301D-02  7.129D-01
  725  810     0     0  con    0  1.0D+00  2.3D-01  1.868D-02  7.129D-01
  726  811     0     0  con    0  1.0D+00  3.7D-02  8.632D-03  7.129D-01
  727  812     0     0  con    0  1.0D+00  5.0D-02  2.517D-03  7.129D-01
  728  814     0     0  con    1  1.3D-01  1.1D-01  3.058D-02  7.129D-01
  729  815     0     0  con    0  1.0D+00  7.5D-02  3.336D-02  7.129D-01
  730  817     0     0  con    1  4.8D-02  2.0D-02  1.396D-02  7.129D-01
  731  818     0     0  con    0  1.0D+00  1.8D-01  1.307D-02  7.129D-01
  732  819     0     0  con    0  1.0D+00  4.6D-01  1.012D-01  7.129D-01
  733  820     0     0  con    0  1.0D+00  2.2D-01  2.758D-02  7.129D-01
  734  821     0     0  con    0  1.0D+00  1.8D-01  9.181D-03  7.129D-01
  735  822     0     0  con    0  1.0D+00  1.9D-01  3.036D-02  7.129D-01
  736  823     0     0  con    0  1.0D+00  2.1D-01  2.744D-02  7.128D-01
  737  824     0     0  con    0  1.0D+00  1.1D-01  3.173D-02  7.128D-01
  738  825     0     0  con    0  1.0D+00  1.4D-01  1.492D-02  7.128D-01
  739  826     0     0  con    0  1.0D+00  1.9D-01  4.148D-03  7.128D-01
  740  827     0     0  con    0  1.0D+00  7.1D-02  1.913D-02  7.128D-01
  741  828     0     0  con    0  1.0D+00  7.0D-02  2.331D-02  7.128D-01
  742  830     0     0  con    1  2.7D-01  2.0D-01  4.904D-02  7.128D-01
  743  831     0     0  con    0  1.0D+00  1.2D-02  6.804D-03  7.128D-01
  744  832     0     0  con    0  1.0D+00  2.9D-01  3.253D-02  7.128D-01
  745  833     0     0  con    0  1.0D+00  5.1D-02  6.213D-03  7.128D-01
  746  834     0     0  con    0  1.0D+00  1.3D-01  1.114D-02  7.128D-01
  747  835     0     0  con    0  1.0D+00  1.1D-01  1.352D-02  7.128D-01
  748  837     0     0  con    1  4.6D-01  2.5D-01  3.138D-03  7.128D-01
  749  838     0     0  con    0  1.0D+00  2.5D-01  7.154D-02  7.128D-01
  750  839     0     0  con    0  1.0D+00  8.2D-02  2.176D-02  7.128D-01
  751  840     0     0  con    0  1.0D+00  3.7D-02  7.335D-03  7.128D-01
  752  841     0     0  con    0  1.0D+00  7.1D-02  1.589D-03  7.128D-01
  753  842     0     0  con    0  1.0D+00  9.9D-04  1.486D-03  7.128D-01
  754  844     0     0  con    1  1.7D-01  1.1D-01  1.782D-02  7.128D-01
  755  845     0     0  con    0  1.0D+00  2.8D-02  1.830D-02  7.128D-01
  756  846     0     0  con    0  1.0D+00  1.2D-01  3.300D-02  7.128D-01
  757  847     0     0  con    0  1.0D+00  2.1D-01  1.995D-02  7.127D-01
  758  848     0     0  con    0  1.0D+00  6.2D-02  3.204D-03  7.127D-01
  759  849     0     0  con    0  1.0D+00  1.9D-02  3.973D-03  7.127D-01
  760  850     0     0  con    0  1.0D+00  1.8D-01  3.532D-02  7.127D-01
  761  851     0     0  con    0  1.0D+00  3.1D-01  6.220D-02  7.127D-01
  762  852     0     0  con    0  1.0D+00  2.0D-01  1.287D-02  7.127D-01
  763  853     0     0  con    0  1.0D+00  6.1D-02  7.641D-03  7.127D-01
  764  854     0     0  con    0  1.0D+00  3.6D-01  9.322D-03  7.127D-01
  765  857     0     0  con    2  3.6D-02  2.6D-01  7.875D-03  7.127D-01
  766  858     0     0  con    0  1.0D+00  5.4D-01  8.522D-03  7.127D-01
  767  859     0     0  con    0  1.0D+00  5.9D-02  8.866D-02  7.127D-01
  768  860     0     0  con    0  1.0D+00  4.6D-01  2.626D-02  7.127D-01
  769  861     0     0  con    0  1.0D+00  2.5D-01  4.223D-03  7.127D-01
  770  862     0     0  con    0  1.0D+00  1.2D-01  1.172D-02  7.127D-01
  771  863     0     0  con    0  1.0D+00  4.6D-02  3.033D-03  7.127D-01
  772  865     0     0  con    1  4.4D-01  9.2D-02  2.264D-02  7.127D-01
  773  866     0     0  con    0  1.0D+00  5.1D-02  9.074D-03  7.127D-01
  774  867     0     0  con    0  1.0D+00  5.1D-02  3.883D-03  7.127D-01
  775  868     0     0  con    0  1.0D+00  6.4D-02  1.059D-02  7.127D-01
  776  869     0     0  con    0  1.0D+00  8.1D-03  1.514D-02  7.127D-01
  777  870     0     0  con    0  1.0D+00  1.2D-02  6.340D-03  7.127D-01
  778  871     0     0  con    0  1.0D+00  1.3D-01  2.144D-03  7.127D-01
  779  872     0     0  con    0  1.0D+00  6.5D-02  4.883D-03  7.127D-01
  780  873     0     0  con    0  1.0D+00  2.0D-01  8.785D-03  7.127D-01
  781  874     0     0  con    0  1.0D+00  2.3D-01  1.766D-02  7.127D-01
  782  875     0     0  con    0  1.0D+00  9.0D-02  7.286D-03  7.127D-01
  783  876     0     0  con    0  1.0D+00  6.4D-03  7.576D-03  7.127D-01
  784  878     0     0  con    1  3.3D-01  3.2D-02  5.136D-02  7.127D-01
  785  879     0     0  con    0  1.0D+00  5.8D-02  9.564D-03  7.127D-01
  786  880     0     0  con    0  1.0D+00  8.8D-02  1.192D-02  7.127D-01
  787  881     0     0  con    0  1.0D+00  3.3D-02  1.010D-02  7.127D-01
  788  882     0     0  con    0  1.0D+00  3.5D-01  1.399D-02  7.126D-01
  789  884     0     0  con    1  1.7D-01  5.1D-01  4.123D-02  7.126D-01
  790  885     0     0  con    0  1.0D+00  2.0D-01  2.204D-02  7.126D-01
  791  886     0     0  con    0  1.0D+00  6.6D-02  6.733D-03  7.126D-01
  792  887     0     0  con    0  1.0D+00  1.1D-02  4.761D-03  7.126D-01
  793  888     0     0  con    0  1.0D+00  1.0D-01  2.487D-03  7.126D-01
  794  890     0     0  con    1  1.2D-01  1.1D-01  2.243D-02  7.126D-01
  795  891     0     0  con    0  1.0D+00  4.2D-02  1.676D-02  7.126D-01
  796  893     0     0  con    1  3.8D-01  2.2D-01  7.476D-03  7.126D-01
  797  894     0     0  con    0  1.0D+00  4.1D-02  1.357D-02  7.126D-01
  798  895     0     0  con    0  1.0D+00  4.7D-02  1.127D-02  7.126D-01
  799  896     0     0  con    0  1.0D+00  5.0D-02  1.214D-02  7.126D-01
  800  898     0     0  con    1  3.6D-01  2.3D-01  3.662D-02  7.126D-01
  801  899     0     0  con    0  1.0D+00  6.9D-02  2.040D-02  7.126D-01
  802  900     0     0  con    0  1.0D+00  9.3D-03  1.154D-02  7.126D-01
  803  901     0     0  con    0  1.0D+00  2.0D-02  2.755D-03  7.126D-01
  804  902     0     0  con    0  1.0D+00  1.1D-02  3.169D-03  7.126D-01
  805  903     0     0  con    0  1.0D+00  1.7D-02  4.564D-03  7.126D-01
  806  904     0     0  con    0  1.0D+00  2.3D-01  2.797D-02  7.126D-01
  807  905     0     0  con    0  1.0D+00  4.6D-01  2.429D-02  7.126D-01
  808  907     0     0  con    1  6.0D-02  1.3D-01  2.609D-02  7.126D-01
  809  908     0     0  con    0  1.0D+00  9.3D-02  1.781D-02  7.126D-01
  810  909     0     0  con    0  1.0D+00  1.6D-01  3.280D-03  7.126D-01
  811  910     0     0  con    0  1.0D+00  6.1D-02  4.956D-03  7.126D-01
  812  912     0     0  con    1  1.1D-01  1.3D-02  1.415D-02  7.126D-01
  813  913     0     0  con    0  1.0D+00  7.6D-02  1.089D-02  7.126D-01
  814  915     0     0  con    1  4.6D-01  2.9D-02  5.925D-03  7.126D-01
  815  916     0     0  con    0  1.0D+00  3.4D-02  4.590D-03  7.126D-01
  816  917     0     0  con    0  1.0D+00  6.6D-02  5.701D-03  7.126D-01
  817  918     0     0  con    0  1.0D+00  4.0D-01  5.647D-03  7.126D-01
  818  920     0     0  con    1  3.2D-01  7.1D-02  2.233D-02  7.126D-01
  819  922     0     0  con    1  4.8D-01  1.0D-02  9.516D-03  7.126D-01
  820  923     0     0  con    0  1.0D+00  6.6D-03  6.946D-03  7.126D-01
  821  925     0     0  con    1  2.0D-01  1.8D-02  2.569D-02  7.126D-01
  822  926     0     0  con    0  1.0D+00  5.4D-02  2.748D-03  7.126D-01
  823  927     0     0  con    0  1.0D+00  2.0D-02  3.531D-03  7.126D-01
  824  929     0     0  con    1  3.2D-01  4.1D-02  1.019D-02  7.126D-01
  825  930     0     0  con    0  1.0D+00  3.6D-02  7.995D-03  7.126D-01
  826  932     0     0  con    1  4.8D-01  3.5D-02  1.137D-02  7.126D-01
  827  933     0     0  con    0  1.0D+00  1.3D-02  1.923D-02  7.126D-01
  828  934     0     0  con    0  1.0D+00  3.2D-02  2.433D-02  7.126D-01
  829  935     0     0  con    0  1.0D+00  5.7D-02  2.277D-02  7.126D-01
  830  937     0     0  con    1  2.3D-01  1.9D-03  3.060D-03  7.126D-01
  831  938     0     0  con    0  1.0D+00  1.3D-01  9.065D-03  7.126D-01
  832  939     0     0  con    0  1.0D+00  1.7D-01  2.096D-02  7.126D-01
  833  940     0     0  con    0  1.0D+00  6.9D-02  5.312D-02  7.126D-01
  834  941     0     0  con    0  1.0D+00  2.6D-02  2.864D-02  7.126D-01
  835  942     0     0  con    0  1.0D+00  3.0D-02  4.229D-03  7.126D-01
  836  943     0     0  con    0  1.0D+00  3.4D-02  4.504D-03  7.126D-01
  837  944     0     0  con    0  1.0D+00  1.6D-01  4.134D-03  7.125D-01
  838  946     0     0  con    1  4.5D-02  1.4D-02  2.768D-02  7.125D-01
  839  947     0     0  con    0  1.0D+00  1.5D-01  5.767D-03  7.125D-01
  840  948     0     0  con    0  1.0D+00  8.7D-02  4.254D-03  7.125D-01
  841  950     0     0  con    1  3.0D-01  9.1D-02  1.172D-02  7.125D-01
  842  951     0     0  con    0  1.0D+00  5.9D-02  1.057D-02  7.125D-01
  843  953     0     0  con    1  4.9D-01  1.3D-01  1.218D-02  7.125D-01
  844  954     0     0  con    0  1.0D+00  4.1D-02  3.615D-02  7.125D-01
  845  955     0     0  con    0  1.0D+00  7.9D-02  3.289D-02  7.125D-01
  846  957     0     0  con    1  2.7D-01  8.9D-02  2.987D-03  7.125D-01
  847  958     0     0  con    0  1.0D+00  6.9D-02  5.088D-03  7.125D-01
  848  959     0     0  con    0  1.0D+00  3.9D-03  4.992D-03  7.125D-01
  849  961     0     0  con    1  1.9D-02  3.4D-02  2.073D-02  7.125D-01
  850  962     0     0  con    0  1.0D+00  1.1D-01  6.232D-03  7.125D-01
  851  963     0     0  con    0  1.0D+00  8.6D-02  4.895D-03  7.125D-01
  852  964     0     0  con    0  1.0D+00  1.9D-01  1.399D-02  7.125D-01
  853  965     0     0  con    0  1.0D+00  2.8D-02  3.282D-02  7.125D-01
  854  966     0     0  con    0  1.0D+00  9.2D-03  3.563D-03  7.125D-01
  855  967     0     0  con    0  1.0D+00  3.7D-02  4.320D-03  7.125D-01
  856  969     0     0  con    1  3.1D-02  2.7D-02  2.064D-02  7.125D-01
  857  970     0     0  con    0  1.0D+00  2.2D-01  4.332D-03  7.125D-01
  858  971     0     0  con    0  1.0D+00  5.1D-02  5.753D-03  7.125D-01
  859  972     0     0  con    0  1.0D+00  3.7D-02  1.443D-02  7.125D-01
  860  973     0     0  con    0  1.0D+00  8.2D-02  4.391D-03  7.125D-01
  861  974     0     0  con    0  1.0D+00  8.6D-02  7.482D-03  7.125D-01
  862  975     0     0  con    0  1.0D+00  1.9D-02  1.049D-02  7.125D-01
  863  977     0     0  con    1  1.4D-01  3.5D-02  4.443D-02  7.125D-01
  864  978     0     0  con    0  1.0D+00  4.3D-02  2.331D-02  7.125D-01
  865  979     0     0  con    0  1.0D+00  6.1D-02  4.923D-03  7.125D-01
  866  980     0     0  con    0  1.0D+00  1.7D-02  1.692D-03  7.125D-01
  867  982     0     0  con    1  1.8D-01  5.0D-03  1.183D-02  7.125D-01
  868  983     0     0  con    0  1.0D+00  1.3D-02  1.129D-02  7.125D-01
  869  985     0     0  con    1  4.0D-01  1.1D-01  1.805D-02  7.125D-01
  870  986     0     0  con    0  1.0D+00  5.5D-02  1.297D-02  7.125D-01
  871  987     0     0  con    0  1.0D+00  1.1D-01  9.531D-03  7.125D-01
  872  988     0     0  con    0  1.0D+00  3.6D-02  2.791D-03  7.125D-01
  873  989     0     0  con    0  1.0D+00  4.2D-02  2.606D-03  7.125D-01
  874  990     0     0  con    0  1.0D+00  1.9D-01  2.578D-03  7.125D-01
  875  992     0     0  con    1  1.5D-02  2.6D-02  3.317D-02  7.125D-01
  876  993     0     0  con    0  1.0D+00  7.1D-03  1.929D-02  7.125D-01
  877  994     0     0  con    0  1.0D+00  7.6D-03  1.929D-03  7.125D-01
  878  996     0     0  con    1  4.1D-01  6.3D-03  1.604D-02  7.125D-01
  879  997     0     0  con    0  1.0D+00  3.0D-02  1.991D-03  7.125D-01
  880  998     0     0  con    0  1.0D+00  1.2D-02  4.062D-03  7.125D-01
  881  999     0     0  con    0  1.0D+00  3.9D-02  7.905D-03  7.125D-01
  882 1000     0     0  con    0  1.0D+00  6.7D-02  4.678D-03  7.125D-01
  883 1001     0     0  con    0  1.0D+00  1.3D-01  3.099D-02  7.125D-01
  884 1002     0     0  con    0  1.0D+00  7.1D-02  2.048D-03  7.125D-01
  885 1003     0     0  con    0  1.0D+00  1.2D-02  1.348D-02  7.125D-01
  886 1004     0     0  con    0  1.0D+00  8.7D-03  3.214D-02  7.125D-01
  887 1005     0     0  con    0  1.0D+00  8.9D-03  1.781D-03  7.125D-01
  888 1006     0     0  con    0  1.0D+00  1.1D-02  1.917D-03  7.125D-01
  889 1007     0     0  con    0  1.0D+00  4.8D-02  2.570D-02  7.125D-01
  890 1008     0     0  con    0  1.0D+00  1.6D-03  2.741D-03  7.125D-01
  891 1009     0     0  con    0  1.0D+00  2.7D-02  1.415D-02  7.124D-01
  892 1010     0     0  con    0  1.0D+00  8.4D-03  1.746D-02  7.124D-01
  893 1011     0     0  con    0  1.0D+00  2.9D-02  1.888D-02  7.124D-01
  894 1012     0     0  con    0  1.0D+00  1.1D-01  3.229D-02  7.124D-01
  895 1013     0     0  con    0  1.0D+00  4.3D-02  2.846D-02  7.124D-01
  896 1015     0     0  con    1  1.6D-01  2.1D-02  1.068D-02  7.124D-01
  897 1016     0     0  con    0  1.0D+00  1.2D-02  1.046D-02  7.124D-01
  898 1018     0     0  con    1  3.9D-02  1.0D-02  1.550D-02  7.124D-01
  899 1019     0     0  con    0  1.0D+00  4.1D-02  1.614D-02  7.124D-01
  900 1021     0     0  con    1  5.0D-02  2.5D-02  3.310D-02  7.124D-01
  901 1022     0     0  con    0  1.0D+00  5.9D-02  1.628D-02  7.124D-01
  902 1023     0     0  con    0  1.0D+00  6.8D-02  6.428D-03  7.124D-01
  903 1024     0     0  con    0  1.0D+00  5.8D-03  2.036D-03  7.124D-01
  904 1025     0     0  con    0  1.0D+00  1.1D-03  2.369D-03  7.124D-01
  905 1026     0     0  con    0  1.0D+00  5.7D-02  7.096D-03  7.124D-01
  906 1027     0     0  con    0  1.0D+00  4.4D-02  4.156D-03  7.124D-01
  907 1029     0     0  con    1  1.1D-01  2.2D-03  1.437D-02  7.124D-01
  908 1030     0     0  con    0  1.0D+00  4.4D-02  1.107D-02  7.124D-01
  909 1031     0     0  con    0  1.0D+00  8.4D-02  4.144D-03  7.124D-01
  910 1032     0     0  con    0  1.0D+00  3.9D-02  9.569D-03  7.124D-01
  911 1033     0     0  con    0  1.0D+00  1.1D-01  4.071D-03  7.124D-01
  912 1035     0     0  con    1  2.7D-01  1.3D-02  1.948D-02  7.124D-01
  913 1036     0     0  con    0  1.0D+00  3.7D-02  3.150D-03  7.124D-01
  914 1037     0     0  con    0  1.0D+00  1.0D-02  1.061D-02  7.124D-01
  915 1038     0     0  con    0  1.0D+00  2.6D-02  1.107D-02  7.124D-01
  916 1040     0     0  con    1  1.9D-01  1.2D-02  5.329D-03  7.124D-01
  917 1041     0     0  con    0  1.0D+00  3.1D-02  7.854D-03  7.124D-01
  918 1043     0     0  con    1  4.4D-02  1.7D-02  8.152D-03  7.124D-01
  919 1044     0     0  con    0  1.0D+00  5.7D-02  8.330D-03  7.124D-01
  920 1045     0     0  con    0  1.0D+00  5.7D-02  1.512D-02  7.124D-01
  921 1046     0     0  con    0  1.0D+00  1.6D-02  1.344D-02  7.124D-01
  922 1047     0     0  con    0  1.0D+00  2.5D-02  1.775D-02  7.124D-01
  923 1048     0     0  con    0  1.0D+00  1.4D-02  8.225D-03  7.124D-01
  924 1050     0     0  con    1  4.8D-01  1.6D-02  1.409D-02  7.124D-01
  925 1052     0     0  con    1  2.5D-01  2.7D-02  9.628D-03  7.124D-01
  926 1053     0     0  con    0  1.0D+00  4.2D-03  3.747D-03  7.124D-01
  927 1054     0     0  con    0  1.0D+00  1.3D-02  4.400D-03  7.124D-01
  928 1055     0     0  con    0  1.0D+00  1.0D-02  1.921D-03  7.124D-01
  929 1057     0     0  con    1  6.2D-02  1.8D-02  1.028D-02  7.124D-01
  930 1058     0     0  con    0  1.0D+00  3.9D-02  5.677D-03  7.124D-01
  931 1059     0     0  con    0  1.0D+00  4.7D-02  1.984D-03  7.124D-01
  932 1060     0     0  con    0  1.0D+00  4.3D-02  4.780D-03  7.124D-01
  933 1061     0     0  con    0  1.0D+00  6.2D-02  8.517D-03  7.124D-01
  934 1062     0     0  con    0  1.0D+00  2.0D-01  8.109D-03  7.124D-01
  935 1063     0     0  con    0  1.0D+00  1.4D-01  6.112D-03  7.124D-01
  936 1065     0     0  con    1  1.5D-01  3.8D-02  2.184D-02  7.124D-01
  937 1066     0     0  con    0  1.0D+00  7.2D-02  1.028D-02  7.124D-01
  938 1067     0     0  con    0  1.0D+00  8.6D-03  2.195D-03  7.124D-01
  939 1068     0     0  con    0  1.0D+00  1.5D-02  7.387D-03  7.124D-01
  940 1069     0     0  con    0  1.0D+00  4.6D-02  2.206D-02  7.124D-01
  941 1070     0     0  con    0  1.0D+00  1.8D-02  4.227D-03  7.124D-01
  942 1071     0     0  con    0  1.0D+00  9.8D-03  2.046D-03  7.124D-01
  943 1072     0     0  con    0  1.0D+00  2.3D-02  2.830D-03  7.124D-01
  944 1073     0     0  con    0  1.0D+00  9.4D-02  8.277D-03  7.124D-01
  945 1074     0     0  con    0  1.0D+00  5.3D-02  7.226D-03  7.124D-01
  946 1075     0     0  con    0  1.0D+00  1.2D-01  5.167D-03  7.124D-01
  947 1077     0     0  con    1  5.9D-03  3.8D-03  8.390D-03  7.124D-01
  948 1078     0     0  con    0  1.0D+00  5.3D-02  6.054D-03  7.124D-01
  949 1080     0     0  con    1  8.8D-02  6.5D-02  4.060D-03  7.124D-01
  950 1081     0     0  con    0  1.0D+00  1.0D-02  9.323D-03  7.124D-01
  951 1082     0     0  con    0  1.0D+00  1.4D-02  5.233D-03  7.124D-01
  952 1083     0     0  con    0  1.0D+00  5.2D-03  1.113D-02  7.124D-01
  953 1084     0     0  con    0  1.0D+00  1.5D-01  1.914D-02  7.124D-01
  954 1085     0     0  con    0  1.0D+00  6.5D-02  1.879D-03  7.124D-01
  955 1086     0     0  con    0  1.0D+00  1.7D-02  2.962D-03  7.124D-01
  956 1087     0     0  con    0  1.0D+00  3.9D-02  2.457D-03  7.124D-01
  957 1089     0     0  con    1  5.0D+00  7.3D-02  4.871D-03  7.124D-01
  958 1091     0     0  con    1  3.7D-01  1.5D-01  4.629D-02  7.124D-01
  959 1092     0     0  con    0  1.0D+00  2.1D-01  1.338D-02  7.124D-01
  960 1093     0     0  con    0  1.0D+00  2.7D-02  5.251D-03  7.124D-01
  961 1094     0     0  con    0  1.0D+00  3.3D-02  6.465D-03  7.124D-01
  962 1095     0     0  con    0  1.0D+00  6.9D-03  1.783D-02  7.124D-01
  963 1096     0     0  con    0  1.0D+00  2.1D-02  1.107D-02  7.124D-01
  964 1097     0     0  con    0  1.0D+00  7.9D-02  4.526D-03  7.124D-01
  965 1098     0     0  con    0  1.0D+00  1.1D-02  9.020D-03  7.124D-01
  966 1099     0     0  con    0  1.0D+00  4.8D-02  1.805D-02  7.124D-01
  967 1100     0     0  con    0  1.0D+00  2.0D-02  1.229D-02  7.124D-01
  968 1101     0     0  con    0  1.0D+00  6.7D-03  1.686D-02  7.124D-01
  969 1102     0     0  con    0  1.0D+00  4.6D-03  1.329D-02  7.124D-01
  970 1104     0     0  con    1  4.8D-02  3.2D-02  2.976D-03  7.124D-01
  971 1105     0     0  con    0  1.0D+00  7.2D-03  4.139D-03  7.124D-01
  972 1107     0     0  con    1  4.3D-01  7.3D-02  7.657D-03  7.124D-01
  973 1108     0     0  con    0  1.0D+00  3.0D-02  3.625D-03  7.124D-01
  974 1109     0     0  con    0  1.0D+00  2.1D-02  8.810D-03  7.124D-01
  975 1110     0     0  con    0  1.0D+00  1.8D-02  1.692D-02  7.124D-01
  976 1111     0     0  con    0  1.0D+00  9.2D-02  1.514D-02  7.124D-01
  977 1113     0     0  con    1  4.0D-02  5.1D-03  8.253D-03  7.124D-01
  978 1114     0     0  con    0  1.0D+00  8.4D-02  8.460D-03  7.124D-01
  979 1115     0     0  con    0  1.0D+00  8.6D-02  3.886D-03  7.124D-01
